Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,total_salary,Retirement,Health/Dental,Other Benefits,Total Benefits,total_compensation
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,50489,11583.7,0,0,11583.7,599.03,4960.84,944.39,6504.26,18087.96
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,37781,92419.6,12629.76,2720.25,107769.61,19052.55,12256.17,8886.58,40195.3,147964.91
Calendar,2015,3,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9772,Community Development Spec,4798,31925.5,0,0,31925.5,5941.34,5495.46,2572.2,14009,45934.5
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,28062,45471.85,0,0,45471.85,10885.64,12173.63,3690.86,26750.13,72221.98
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,3927,109785.29,6430.82,18172.67,134388.78,0,9608.08,2252.26,11860.34,146249.12
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,732,24280.23,233.44,0,24513.67,6180.49,6989.56,1962.12,15132.17,39645.84
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,351,Municipal Executive Association - Miscellaneous,0900,Management,0941,Manager VI,30183,170335.02,0,0,170335.02,34279.7,12424.5,17963.92,64668.12,235003.14
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2800,Public Health,2846,Nutritionist,31048,79222.12,0,100,79322.12,16312.34,9987.39,6424.21,32723.94,112046.06
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,28978,34392.11,0,202.85,34594.96,7634.28,6925.17,2959.52,17518.97,52113.93
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,5337,112692.91,20964.96,5144.23,138802.1,22303.28,12424.49,2309.24,37037.01,175839.11
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,45874,0,0,9212.94,9212.94,0,0,704.79,704.79,9917.73
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",1300,Pub Relations & Spec Assts,1326,Customer Service Agent Supv,26307,83528.02,2224.13,4711.32,90463.47,17399.19,12424.5,7432.6,37256.29,127719.76
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",7400,Skilled Labor,7457,Sign Worker,26259,67729.02,703.88,0,68432.9,13959.24,12424.5,5571.5,31955.24,100388.14
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,351,Municipal Executive Association - Miscellaneous,0900,Management,0932,Manager IV,40899,62789,0,0,62789,11383.63,5256.52,8141.79,24781.94,87570.94
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5201,Junior Engineer,35862,89028.05,0,4415.23,93443.28,19268.64,12424.52,7448.12,39141.28,132584.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,11765,63366.44,17632.2,5761.66,86760.3,14426.79,9335.05,6891.93,30653.77,117414.07
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3613,51184.18,5968.9,3303.37,60456.45,15549.06,10178.9,4607.82,30335.78,90792.23
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1204,Senior Personnel Clerk,459,69746.05,0,0,69746.05,14374.93,12424.5,5784.9,32584.33,102330.38
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3422,Park Section Supervisor,40043,86049,23375.23,1811.23,111235.46,18106.36,12424.5,8703.04,39233.9,150469.36
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,11759,100112.94,3422.84,10370.22,113906,20795.02,12424.5,1854.05,35073.57,148979.57
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,19058,97761.66,22250.37,18616.63,138628.66,28294,12424.5,2366.6,43085.1,181713.76
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,32310,62182.57,0,4441.16,66623.73,13725.76,11779.08,5505.76,31010.6,97634.33
Calendar,2015,1,Public Protection,FIR,Fire Department,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,4447,10588.9,0,0,10588.9,0,2341.54,839.44,3180.98,13769.88
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,45832,21201.58,6734.79,3067.78,31004.15,5471.18,4778.65,2461.56,12711.39,43715.54
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,15588,57390.92,1573.03,1107.62,60071.57,12971.37,12087.37,4766.29,29825.03,89896.6
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1825,Prnpl Admin Analyst II,32921,125994.5,0,0,125994.5,25616.25,12424.5,9861.67,47902.42,173896.92
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,31997,23771.78,0,1005.62,24777.4,624.15,0,907.2,1531.35,26308.75
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2302,Nursing Assistant,2049,70245,3073.34,9864.42,83182.76,15597.05,12424.5,6750.98,34772.53,117955.29
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1202,Personnel Clerk,21868,60248.01,256.27,0,60504.28,12417.38,12424.5,4958.68,29800.56,90304.84
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3209,Swimming Instructor,9881,1594.15,0,0,1594.15,0,471.89,123.71,595.6,2189.75
Calendar,2015,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2912,Senior Social Worker,51991,76160.74,0,620.46,76781.2,15843.32,12353.9,6372.87,34570.09,111351.29
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,34762,56531,0,6245.4,62776.4,12441.95,12424.5,4930.19,29796.64,92573.04
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3209,Swimming Instructor,50109,7193.3,0,16.94,7210.24,0,2127.99,661.6,2789.59,9999.83
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,11526,0,0,880.36,880.36,0,68.5,67.35,135.85,1016.21
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,52783,1331.63,0,0,1331.63,0,506.23,103.35,609.58,1941.21
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1630,Account Clerk,28252,48163.6,0,1020,49183.6,11787.44,12424.5,3890.47,28102.41,77286.01
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,22,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1241,Personnel Analyst,39208,87503.01,0,0,87503.01,18024.41,12424.5,7188.9,37637.81,125140.82
Calendar,2015,6,General Administration & Finance,MYR,Mayor,2,Management Unrepresented Employees,0900,Management,0884,Mayoral Staff IV,39354,25830.4,0,0,25830.4,5799.58,6618.44,6900.6,19318.62,45149.02
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3616,Library Technical Assistant 1,13417,72699.02,0,744.35,73443.37,15137.3,12424.5,6037.08,33598.88,107042.25
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",SFRA,SF Redevelopment Agency,O590,Project Mgr (OCII),8074,36030.01,0,0,36030.01,7905,3583.99,2940.61,14429.6,50459.61
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H022,"Lieut,Fire Prev",17821,68177.01,562.14,5454.16,74193.31,12995.88,4778.65,1250.27,19024.8,93218.11
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1227,Testing Technician,24301,11626.42,35.96,0,11662.38,0,2891.08,904.08,3795.16,15457.54
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3209,Swimming Instructor,48111,102.44,0,4.03,106.47,376.39,0,-105.7,270.69,377.16
Calendar,2015,6,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5298,Planner 3-Environmental Review,43592,94302.9,0,0,94302.9,19062.54,11032.72,7348.75,37444.01,131746.91
Calendar,2015,1,Public Protection,CRT,Superior Court,356,Municipal Executive Association - Court,SCRT,SF Superior Court,202C,Court Supervisor II,1977,107562,0,5083.5,112645.5,21660.43,12424.5,31998.13,66083.06,178728.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,33919,108038,36220.14,18198.72,162456.86,24632.05,12424.5,10496.18,47552.73,210009.59
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,39851,73590.86,0,0,73590.86,15140.95,12366.92,5932.26,33440.13,107030.99
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,42299,49846.67,6071.16,3432.92,59350.75,11166.58,6651.77,4930.82,22749.17,82099.92
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,35204,73227.56,2870.96,3943.55,80042.07,14086.73,6867.22,6458.52,27412.47,107454.54
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9774,Sr Community Devl Spc 1,43963,88632.06,0,0,88632.06,18413.99,11468.76,7227.7,37110.45,125742.51
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,7634,7563,0,0,7563,1407.48,1433.6,604.27,3445.35,11008.35
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,18852,8488.95,0,0,8488.95,0,3619.83,682.55,4302.38,12791.33
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,40947,12520,0,0,12520,2269.88,1911.46,966.95,5148.29,17668.29
Calendar,2015,4,Community Health,DPH,Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",2800,Public Health,2806,Disease Control Investigator,51035,20523.24,0,0,20523.24,3819.39,4170.86,1628.53,9618.78,30142.02
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,14389,28986.6,0,213.73,29200.33,5707.72,6282.62,2358.95,14349.29,43549.62
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,45070,30295.05,0,0,30295.05,6981.29,8123.71,2452.71,17557.71,47852.76
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,40577,1074.45,0,0,1074.45,0,465.92,90.86,556.78,1631.23
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,40251,61583.08,0,0,61583.08,13757.77,12424.5,4757.94,30940.21,92523.29
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9202,Airport Communications Disp,44350,83656.79,21489.34,3745.11,108891.24,17538.43,12351.33,8472.03,38361.79,147253.03
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,32705,7936.61,0,0,7936.61,0,0,627.61,627.61,8564.22
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,718,"Glaziers, Metal, and Glass Workers, Local 718",7300,Journeyman Trade,7326,Glazier,4911,84164.14,501.9,2251.5,86917.54,17729.46,11943.65,7025.16,36698.27,123615.81
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,23293,21354,0,0,21354,4810.05,5734.38,1740.84,12285.27,33639.27
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1220,Payroll Clerk,52274,49740.5,107.2,0,49847.7,10487.2,10035.18,4003.74,24526.12,74373.82
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,51112,70642.41,0,0,70642.41,14538.69,12424.5,5477.69,32440.88,103083.29
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,35290,93673.94,3386.51,1934,98994.45,19629.7,11943.29,7913.86,39486.85,138481.3
Calendar,2015,1,Public Protection,DAT,District Attorney,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8100,Legal & Court,8132,Da Investigative Assist,28233,64001.51,0,0,64001.51,13179.23,12424.5,5146.39,30750.12,94751.63
Calendar,2015,6,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5298,Planner 3-Environmental Review,42354,101310.74,0,0,101310.74,20871.42,12424.5,8060.77,41356.69,142667.43
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2931,"Marriage, Family & Child Cnslr",7216,91918.81,0,614.82,92533.63,19056.52,12241.96,7386.59,38685.07,131218.7
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,26925,44477.01,0,0,44477.01,9009.31,7645.85,3587.91,20243.07,64720.08
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46519,68059.01,6224.59,4117.27,78400.87,19741.83,13408.31,6079.56,39229.7,117630.57
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,49973,51601.5,0,982.84,52584.34,12542.96,12472.29,4306.25,29321.5,81905.84
Calendar,2015,4,Community Health,DPH,Public Health,164,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,3601,50198.81,0,3988.64,54187.45,11564.27,2962.77,4261.24,18788.28,72975.73
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,45627,3983.56,0,0,3983.56,0,1284.26,309.19,1593.45,5577.01
Calendar,2015,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2909,Hospital Elig Wrk Supervisor,4936,94107.04,2127.77,1682.1,97916.91,19598.72,12424.5,7648.99,39672.21,137589.12
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,46559,97424,19903.67,4214,121541.67,20927.54,12424.51,9801.62,43153.67,164695.34
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1825,Prnpl Admin Analyst II,46187,99369.68,0,0,99369.68,19886.31,10513.04,8136.95,38536.3,137905.98
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,31152,92224.27,9616.09,8309.72,110150.08,20158.03,12496.18,1838.61,34492.82,144642.9
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2800,Public Health,2822,Health Educator,14549,32842.27,0,0,32842.27,7222.02,5238.61,2597.26,15057.89,47900.16
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,11522,93224.85,284.83,6617.34,100127.02,19853.37,12364.77,8281.66,40499.8,140626.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14786,39685,5577.52,886.38,46148.9,10502.71,12409.33,3499.29,26411.33,72560.23
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,23525,6081.67,0,0,6081.67,0,2637.22,485.78,3123,9204.67
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,21223,2921.63,0,0,2921.63,0,1424.64,226.54,1651.18,4572.81
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",7400,Skilled Labor,7457,Sign Worker,40591,80018.55,145.63,0,80164.18,15458.92,7550.27,6428.19,29437.38,109601.56
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,28643,85004,4296.76,3011.8,92312.56,17528.57,12424.5,7396.33,37349.4,129661.96
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2900,Human Services,2992,Contract Compliance Officer 1,5865,13092.01,0,513.86,13605.87,2936.53,1911.46,1083.18,5931.17,19537.04
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,10584,29149.19,925.26,3790.5,33864.95,7079.45,6445.8,2774.34,16299.59,50164.54
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,351,Municipal Executive Association - Miscellaneous,0900,Management,0961,Dept Head I,4147,149372.99,0,0,149372.99,30061.47,12424.51,17464.65,59950.63,209323.62
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,13655,31561.58,0,0,31561.58,0,4441.16,2468.81,6909.97,38471.55
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q051,Sergeant 2,34171,31584,5011.48,12041.43,48636.91,5607.96,2867.19,800.79,9275.94,57912.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,4,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,23186,79722,6142.71,3265,89129.71,17108.32,12424.48,7117.26,36650.06,125779.77
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2500,Med Therapy & Auxiliary,2591,Health Program Coordinator 2,39633,22935.85,0,0,22935.85,0,3763.19,1835.7,5598.89,28534.74
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,3594,11384.4,0,0,11384.4,0,4874.23,921.44,5795.67,17180.07
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2918,HSA Social Worker,51100,79357.1,0,2984,82341.1,16973.52,12418.53,6543.47,35935.52,118276.62
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4321,Cashier 2,50315,9001.25,124.36,0,9125.61,2322.33,2269.86,737.7,5329.89,14455.5
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,49851,60941.89,0,3898.1,64839.99,12840.57,5363.21,5320.29,23524.07,88364.06
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,28840,46181.91,1599.42,0,47781.33,11076.67,12328.92,3881.32,27286.91,75068.24
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7316,Water Service Inspector,4797,101733,7516.39,17150.16,126399.55,22606.29,12424.51,9879.78,44910.58,171310.13
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14969,454.15,0,11.54,465.69,128.52,143.35,35.14,307.01,772.7
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1424,Clerk Typist,16119,4234.95,0,80,4314.95,948.85,955.73,334.55,2239.13,6554.08
Calendar,2015,5,Culture & Recreation,FAM,Fine Arts Museum,790,"SEIU - Miscellaneous, Local 1021",3500,Museum & Cultural Affairs,3554,Associate Museum Registrar,49404,3741.46,0,0,3741.46,0,960.21,289.67,1249.88,4991.34
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,9740,36912.47,3991.77,807.87,41712.11,9824.65,11404.97,3031.23,24260.85,65972.96
Calendar,2015,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,14167,60558.64,1105.53,4938.86,66603.03,12644.42,11183.43,5471.73,29299.58,95902.61
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7317,Senior Water Service Inspector,15802,117750.04,8617.88,21357.83,147725.75,25573.81,12424.5,10261.35,48259.66,195985.41
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7332,Maintenance Machinist,20776,84599.08,84735.93,16974.82,186309.83,20047.18,12424.5,10842.37,43314.05,229623.88
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,33131,22769.31,0,426.33,23195.64,5462.05,6815.57,1861.75,14139.37,37335.01
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8302,Deputy Sheriff 1,216,7497,39.05,15.93,7551.98,1398.15,1433.59,555.35,3387.09,10939.07
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,580,"Cement Masons, Local 300",7300,Journeyman Trade,7311,Cement Mason,42373,76728.06,16251.02,2120,95099.08,16252.9,12424.48,7781.74,36459.12,131558.2
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",8229,93879.6,15436.77,3438.86,112755.23,19752.84,12424.5,9197.84,41375.18,154130.41
Calendar,2015,1,Public Protection,DAT,District Attorney,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8100,Legal & Court,8132,Da Investigative Assist,13409,77071.04,0,1e3,78071.04,16089.09,12424.5,6354.84,34868.43,112939.47
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42263,67970.05,30572.41,5019.94,103562.4,19968.94,13386.93,7891.53,41247.4,144809.8
Calendar,2015,6,General Administration & Finance,RET,Retirement System,790,"SEIU - Miscellaneous, Local 1021",1700,Computer Operatns & Repro Svcs,1752,Sr Microphoto/Imaging Tech,11274,52014.57,0,11593.53,63608.1,11050.77,10278.47,5239.23,26568.47,90176.57
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,35621,59631.84,0,0,59631.84,12373.57,11231.45,4957.65,28562.67,88194.51
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,5685,51257.63,1842.74,4320.98,57421.35,12594.7,12388.66,4738.25,29721.61,87142.96
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,39540,11357.49,0,0,11357.49,1114.16,4925,909.18,6948.34,18305.83
